simplified,zipf,nid,existing_decks,pinyin
辞职,4.55,1393817667263,Archive::Words,ci2 zhi2
遵守,4.55,1393817667377,Archive::Words,zun1 shou3
骄傲,4.55,1537328246062,Archive::Words,jiao1 ao4
下次,4.54,1537328240546,Archive::Words,xia4 ci4
专用,4.54,1537328246853,Archive::Words,zhuan1 yong4
他妈的,4.54,1708747491387,Archive::Words,ta1 ma1 de5
优质,4.54,1537328246964,Archive::Words,you1 zhi4
依照,4.54,1707757236710,Archive::Words,yi1 zhao4
假设,4.54,1393817667216,Archive::Words,jia3 she4
内战,4.54,1708747508750,Archive::Words,nei4 zhan4
勇敢,4.54,1393817666571,Archive::Words,yong3 gan3
北京市,4.54,1708747501027,Archive::Words,Bei3 jing1 Shi4
单纯,4.54,1393817667774,Archive::Words,dan1 chun2
另一方面,4.54,1707757024505,Archive::Words,ling4 yi1 fang1 mian4
周期,4.54,1393817669714,Archive::Words,zhou1 qi1
喜爱,4.54,1707757130154,Archive::Words,xi3 ai4
大选,4.54,1707757571220,Archive::Words,da4 xuan3
小型,4.54,1537328247697,Archive::Words,xiao3 xing2
层面,4.54,1707757316975,Archive::Words,ceng2 mian4
山西,4.54,1708747493261,Archive::Words,Shan1 xi1
差别,4.54,1393817668983,Archive::Words,cha1 bie2
延长,4.54,1393817667869,Archive::Words,Yan2 chang2
悲剧,4.54,1707757236201,Archive::Words,bei1 ju4
愚蠢,4.54,1393817668199,Archive::Words,yu2 chun3
技巧,4.54,1393817668380,Archive::Words,ji4 qiao3
投诉,4.54,1393817668675,Archive::Words,tou2 su4
指示,4.54,1393817668501,Archive::Words,zhi3 shi4
推翻,4.54,1393817669130,Archive::Words,tui1 fan1
昨晚,4.54,1537328240580,Archive::Words,zuo2 wan3
本文,4.54,1708747502781,Archive::Words,ben3 wen2
村民,4.54,1708747489448,Archive::Words,cun1 min2
歧视,4.54,1393817668909,Archive::Words,qi2 shi4
混合,4.54,1393817668533,Archive::Words,hun4 he2
清理,4.54,1537328242785,Archive::Words,qing1 li3
现任,4.54,1707757571653,Archive::Words,xian4 ren4
百万,4.54,1708747486136,Archive::Words,bai3 wan4
秩序,4.54,1393817667695,Archive::Words,zhi4 xu4
篮球,4.54,1537328240487,Archive::Words,lan2 qiu2
网路,4.54,1717270465098,Archive::Words,wang3 lu4
职责,4.54,1705337196851,Archive::Words,zhi2 ze2
融资,4.54,1710963495931,Archive::Words,rong2 zi1
表情,4.54,1537328242798,Archive::Words,biao3 qing2
设计师,4.54,1707757316437,Archive::Words,she4 ji4 shi1
询问,4.54,1393817667451,Archive::Words,xun2 wen4
财务,4.54,1393817668853,Archive::Words,cai2 wu4
购物,4.54,1393817666654,Archive::Words,gou4 wu4
采购,4.54,1393817669739,Archive::Words,cai3 gou4
高层,4.54,1707757316764,Archive::Words,gao1 ceng2
两者,4.53,1537328244199,Archive::Words,liang3 zhe3
亲爱,4.53,1393817666856,Archive::Words,qin1 ai4
便是,4.53,1707757317097,Archive::Words,bian4 shi4
公务员,4.53,1707757024593,Archive::Words,gong1 wu4 yuan2
变态,4.53,1537328247843,Archive::Words,bian4 tai4
变革,4.53,1707757571444,Archive::Words,bian4 ge2
同性恋,4.53,1710963492735,Archive::Words,tong2 xing4 lian4
周边,4.53,1537328245291,Archive::Words,zhou1 bian1
女神,4.53,1537328243807,Archive::Words,nu:3 shen2
影响力,4.53,1708747498751,Archive::Words,ying3 xiang3 li4
揭露,4.53,1393817669004,Archive::Words,jie1 lu4
敏感,4.53,1393817667375,Archive::Words,min3 gan3
物品,4.53,1704010832415,Archive::Words,wu4 pin3
犹太人,4.53,1710963495599,Archive::Words,You2 tai4 ren2
百姓,4.53,1708747487672,Archive::Words,bai3 xing4
积累,4.53,1537328247017,Personal,ji1 lei3
线上,4.53,1537328247639,Archive::Words,xian4 shang4
组建,4.53,1707757570466,Archive::Words,zu3 jian4
营业,4.53,1393817667872,Archive::Words,ying2 ye4
营销,4.53,1710963488990,Archive::Words,ying2 xiao1
赋予,4.53,1393817668868,Archive::Words,fu4 yu3
边缘,4.53,1393817668574,Archive::Words,bian1 yuan2
返回,4.53,1537328245439,Archive::Words,fan3 hui2
镜头,4.53,1393817668291,Archive::Words,jing4 tou2
一篇,4.52,1537328245659,Archive::Words,
举报,4.52,1707757570031,Archive::Words,ju3 bao4
之所以,4.52,1707757569031,Archive::Words,zhi1 suo3 yi3
买卖,4.52,1537328241256,Archive::Words,mai3 mai4
以往,4.52,1393817668866,Archive::Words,yi3 wang3
优化,4.52,1707757573242,Archive::Words,you1 hua4
依旧,4.52,1393817668985,Archive::Words,yi1 jiu4
假如,4.52,1393817667247,Archive::Words,jia3 ru2
全新,4.52,1707757316434,Archive::Words,quan2 xin1
决心,4.52,1537328244647,Archive::Words,jue2 xin1
决赛,4.52,1393817667268,Archive::Words,jue2 sai4
半岛,4.52,1537328244038,Archive::Words,ban4 dao3
即可,4.52,1707757571897,Archive::Words,ji2 ke3
地狱,4.52,1707757568682,Archive::Words,di4 yu4
局势,4.52,1393817668854,Archive::Words,ju2 shi4
开启,4.52,1707757569618,Archive::Words,kai1 qi3
微笑,4.52,1393817667252,Archive::Words,wei1 xiao4
愿望,4.52,1537328246499,Archive::Words,yuan4 wang4
支撑,4.52,1393817669091,Archive::Words,zhi1 cheng1
文艺,4.52,1537328247175,Archive::Words,wen2 yi4
施工,4.52,1707757571339,Archive::Words,shi1 gong1
旅客,4.52,1537328243284,Archive::Words,lu:3 ke4
日益,4.52,1393817669917,Archive::Words,ri4 yi4
时尚,4.52,1393817667221,Archive::Words,shi2 shang4
极大,4.52,1708747489192,Archive::Words,ji2 da4
案例,4.52,1393817669099,Archive::Words,an4 li4
此事,4.52,1707757316663,Archive::Words,ci3 shi4
火箭,4.52,1393817668566,Archive::Words,huo3 jian4
玻璃,4.52,1537328245239,Archive::Words,bo1 li5
瑞典,4.52,1537328245383,Archive::Words,Rui4 dian3
祈祷,4.52,1707757568684,Archive::Words,qi2 dao3
第二次,4.52,1520716965620,Archive::Words,di4 er4 ci4
粉丝,4.52,1537328247529,Archive::Words,fen3 si1
绑架,4.52,1393817668201,Archive::Words,bang3 jia4
编制,4.52,1707757317218,Archive::Words,bian1 zhi4
苏州,4.52,1708118583705,Archive::Words,Su1 zhou1
草案,4.52,1393817670242,Archive::Words,cao3 an4
西北,4.52,1707756790624,Archive::Words,Xi1 bei3
近年来,4.52,1707757573386,Archive::Words,jin4 nian2 lai2
送给,4.52,1537328243127,Archive::Words,song4 gei3
遗产,4.52,1393817668772,Archive::Words,yi2 chan3
金钱,4.52,1707757316503,Archive::Words,jin1 qian2
饭店,4.52,1393817665791,Archive::Words,fan4 dian4
中部,4.51,1707757024508,Archive::Words,zhong1 bu4
主导,4.51,1393817669506,Archive::Words,zhu3 dao3
代替,4.51,1537328246234,Archive::Words,dai4 ti4
任期,4.51,1707757571851,Archive::Words,ren4 qi1
创办,4.51,1707757317114,Archive::Words,chuang4 ban4
南非,4.51,1717270468009,Archive::Words,Nan2 fei1
危害,4.51,1537328248045,Archive::Words,wei1 hai4
大臣,4.51,1393817669512,Archive::Words,da4 chen2
夫妇,4.51,1393817668356,Archive::Words,fu1 fu4
夫妻,4.51,1707757130079,Archive::Words,fu1 qi1
如同,4.51,1707757236280,Archive::Words,ru2 tong2
局面,4.51,1393817668658,Archive::Words,ju2 mian4
展览,4.51,1393817667795,Archive::Words,zhan3 lan3
年纪,4.51,1393817667182,Archive::Words,nian2 ji4
恶心,4.51,1537328245889,Archive::Words,e3 xin1
打败,4.51,1537328246524,Archive::Words,da3 bai4
抓住,4.51,1672770322863,Archive::Words,zhua1 zhu4
投资者,4.51,1710963500685,Archive::Words,tou2 zi1 zhe3
探讨,4.51,1393817669614,Archive::Words,tan4 tao3
播出,4.51,1537328246855,Archive::Words,bo1 chu1
故意,4.51,1537328242845,Archive::Words,gu4 yi4
旗下,4.51,1708747499543,Archive::Words,qi2 xia4
本国,4.51,1708747498627,Archive::Words,ben3 guo2
杀死,4.51,1708747486903,Archive::Words,sha1 si3
条款,4.51,1393817668960,Archive::Words,tiao2 kuan3
模拟,4.51,1707757569552,Archive::Words,mo2 ni3
模特,4.51,1537328247753,Archive::Words,mo2 te4
江泽民,4.51,1708747526395,Archive::Words,Jiang1 Ze2 min2
沉默,4.51,1393817667392,Archive::Words,chen2 mo4
短期,4.51,1707757024557,Archive::Words,duan3 qi1
穿着,4.51,1707757568908,Archive::Words,chuan1 zhuo2
职位,4.51,1393817668453,Archive::Words,zhi2 wei4
能否,4.51,1537328246546,Archive::Words,neng2 fou3
若干,4.51,1393817670014,Archive::Words,ruo4 gan1
融合,4.51,1707757316877,Archive::Words,rong2 he2
行使,4.51,1707757570989,Archive::Words,xing2 shi3
讲述,4.51,1707757569606,Archive::Words,jiang3 shu4
请问,4.51,1532504845462,Archive::Words,qing3 wen4
账号,4.51,1707757571681,Archive::Words,zhang4 hao4
资本主义,4.51,1537328246460,Archive::Words,zi1 ben3 zhu3 yi4
跟着,4.51,1537328244220,Archive::Words,gen1 zhe5
邻居,4.51,1393817666140,Archive::Words,lin2 ju1
阿拉伯,4.51,1708747495054,Archive::Words,A1 la1 bo2
首页,4.51,1537328242327,Archive::Words,shou3 ye4
黄色,4.51,1707756790493,Archive::Words,huang2 se4
一对,4.50,1708747486582,Archive::Words,yi1 dui4
一本,4.50,1537328246676,Archive::Words,
上网,4.50,1393817666222,Archive::Words,shang4 wang3
伦理,4.50,1707757571820,Archive::Words,lun2 li3
佛教,4.50,1707757317181,Archive::Words,Fo2 jiao4
协商,4.50,1393817669508,Archive::Words,xie2 shang1
参观,4.50,1393817666724,Archive::Words,can1 guan1
大赛,4.50,1707757316440,Archive::Words,da4 sai4
大连,4.50,1708747507409,Archive::Words,Da4 lian2
太空,4.50,1393817668342,Archive::Words,tai4 kong1
定期,4.50,1537328245366,Archive::Words,ding4 qi1
审议,4.50,1708747497297,Archive::Words,shen3 yi4
家属,4.50,1393817669017,Archive::Words,jia1 shu3
密切,4.50,1393817667829,Archive::Words,mi4 qie4
展现,4.50,1393817668371,Archive::Words,zhan3 xian4
庞大,4.50,1393817669304,Archive::Words,pang2 da4
心态,4.50,1393817669615,Archive::Words,xin1 tai4
总额,4.50,1707757572856,Archive::Words,zong3 e2
我爱你,4.50,1537328240024,Archive::Words,
战场,4.50,1707757316577,Archive::Words,zhan4 chang3
承受,4.50,1393817667220,Archive::Words,cheng2 shou4
新人,4.50,1707757316672,Archive::Words,xin1 ren2
权威,4.50,1393817669065,Archive::Words,quan2 wei1
毫米,4.50,1393817669046,Archive::Words,hao2 mi3
流量,4.50,1707757572662,Archive::Words,liu2 liang4
灾难,4.50,1393817668377,Archive::Words,zai1 nan4
爷爷,4.50,1537328246947,Archive::Words,ye2 ye5
现状,4.50,1393817669170,Archive::Words,xian4 zhuang4
生意,4.50,1393817666397,Archive::Words,sheng1 yi4
百科,4.50,1708747498462,Archive::Words,bai3 ke1
石头,4.50,1537328241242,Archive::Words,shi2 tou5
管制,4.50,1708747503315,Archive::Words,guan3 zhi4
累计,4.50,1707757573476,Archive::Words,lei3 ji4
绝不,4.50,1708747526661,Archive::Words,jue2 bu4
美食,4.50,1707757024525,Archive::Words,mei3 shi2
耶稣,4.50,1708747497913,Archive::Words,Ye1 su1
脑袋,4.50,1537328246471,Archive::Words,nao3 dai5
行政区划,4.50,1708747521721,Archive::Words,xing2 zheng4 qu1 hua4
被告,4.50,1393817668331,Archive::Words,bei4 gao4
计画,4.50,1717270463146,Archive::Words,ji4 hua4
货物,4.50,1537328246231,Archive::Words,huo4 wu4
隐藏,4.50,1707757316386,Archive::Words,yin3 cang2
一辈子,4.49,1537328243970,Archive::Words,yi1 bei4 zi5
上级,4.49,1537328246959,Archive::Words,shang4 ji2
严肃,4.49,1393817667393,Archive::Words,yan2 su4
元素,4.49,1393817668814,Archive::Words,yuan2 su4
关联,4.49,1707757316576,Archive::Words,guan1 lian2
几次,4.49,1708747489659,Archive::Words,ji3 ci4
制裁,4.49,1393817669561,Archive::Words,zhi4 cai2
加州,4.49,1699261712347,Archive::Words,Jia1 zhou1
劳动力,4.49,1707757572742,Archive::Words,lao2 dong4 li4
台北,4.49,1537328244889,Archive::Words,Tai2 bei3
回顾,4.49,1393817668545,Archive::Words,hui2 gu4
声称,4.49,1707757569057,Archive::Words,sheng1 cheng1
大桥,4.49,1708747491959,Archive::Words,Da4 Qiao2
大胆,4.49,1707757236367,Archive::Words,da4 dan3
奖金,4.49,1537328247193,Archive::Words,jiang3 jin1
好吃,4.49,1537328241271,Archive::Words,hao3 chi1
年初,4.49,1707757024642,Archive::Words,nian2 chu1
延伸,4.49,1393817669443,Archive::Words,yan2 shen1
延续,4.49,1393817669201,Archive::Words,yan2 xu4
建筑物,4.49,1707757570275,Archive::Words,jian4 zhu4 wu4
打造,4.49,1707757316908,Archive::Words,da3 zao4
护士,4.49,1537328243715,Archive::Words,hu4 shi5
授予,4.49,1393817669300,Archive::Words,shou4 yu3
时报,4.49,1710963504808,Archive::Words,Shi2 bao4
智能,4.49,1393817669485,Archive::Words,zhi4 neng2
暂停,4.49,1537328244524,Archive::Words,zan4 ting2
游泳,4.49,1537328243300,Archive::Words,you2 yong3
留言,4.49,1537328245926,Archive::Words,liu2 yan2
目录,4.49,1393817667857,Archive::Words,mu4 lu4
研究生,4.49,1537328246430,Archive::Words,yan2 jiu1 sheng1
繁荣,4.49,1393817668016,Archive::Words,fan2 rong2
腾讯,4.49,1708747518372,Archive::Words,Teng2 xun4
花园,4.49,1537328241964,Archive::Words,hua1 yuan2
装饰,4.49,1393817667538,Archive::Words,zhuang1 shi4
设有,4.49,1708747513853,Archive::Words,she4 you3
诗歌,4.49,1707757236606,Archive::Words,shi1 ge1
过度,4.49,1537328247819,Archive::Words,guo4 du4
阿里,4.49,1708747497536,Archive::Words,A1 li3
靠近,4.49,1537328243989,Archive::Words,kao4 jin4
领先,4.49,1393817668468,Archive::Words,ling3 xian1
题材,4.49,1393817669661,Archive::Words,ti2 cai2
骑士,4.49,1537328248128,Archive::Words,qi2 shi4
之内,4.48,1537328247674,Archive::Words,zhi1 nei4
习近平,4.48,1700001814671,Archive::Words,Xi2 Jin4 ping2
伊斯兰,4.48,1717270487262,Archive::Words,Yi1 si1 lan2
住房,4.48,1707756790666,Archive::Words,zhu4 fang2
其次,4.48,1393817666756,Archive::Words,qi2 ci4
出于,4.48,1707757236152,Archive::Words,chu1 yu2
创意,4.48,1537328247782,Archive::Words,chuang4 yi4
初步,4.48,1393817669112,Archive::Words,chu1 bu4
剥夺,4.48,1707757569765,Archive::Words,bo1 duo2
含有,4.48,1707757130360,Archive::Words,han2 you3
回报,4.48,1393817668367,Archive::Words,hui2 bao4
垄断,4.48,1393817670137,Archive::Words,long3 duan4
基因,4.48,1393817668452,Archive::Words,ji1 yin1
婚礼,4.48,1393817666943,Archive::Words,hun1 li3
尊严,4.48,1393817668633,Archive::Words,zun1 yan2
岗位,4.48,1393817668999,Archive::Words,gang3 wei4
情节,4.48,1393817668609,Archive::Words,qing2 jie2
惊人,4.48,1707757316516,Archive::Words,jing1 ren2
感动,4.48,1537328243543,Archive::Words,gan3 dong4
手里,4.48,1707757129850,Archive::Words,shou3 li3
扮演,4.48,1393817668327,Archive::Words,ban4 yan3
抵制,4.48,1393817669549,Archive::Words,di3 zhi4
排除,4.48,1537328245721,Archive::Words,pai2 chu2
接到,4.48,1707756790354,Archive::Words,jie1 dao4
时光,4.48,1393817668228,Archive::Words,shi2 guang1
期望,4.48,1393817668351,Archive::Words,qi1 wang4
桥梁,4.48,1393817669743,Archive::Words,qiao2 liang2
正如,4.48,1707757236856,Archive::Words,zheng4 ru2
海上,4.48,1708747486297,Archive::Words,hai3 shang4
温暖,4.48,1537328247898,Archive::Words,wen1 nuan3
玩具,4.48,1537328243893,Archive::Words,wan2 ju4
环节,4.48,1393817668548,Archive::Words,huan2 jie2
男朋友,4.48,1537328239991,Archive::Words,nan2 peng2 you5
经济学,4.48,1708747517058,Archive::Words,jing1 ji4 xue2
考察,4.48,1393817669411,Archive::Words,kao3 cha2
考核,4.48,1393817670257,Archive::Words,kao3 he2
节日,4.48,1537328246686,Archive::Words,jie2 ri4
西南,4.48,1537328240883,Archive::Words,xi1 nan2
风暴,4.48,1393817668594,Archive::Words,feng1 bao4
任职,4.47,1707757571621,Archive::Words,ren4 zhi2
再见,4.47,1537328240255,Archive::Words,zai4 jian4
凌晨,4.47,1393817668412,Archive::Words,ling2 chen2
函数,4.47,1715284962095,Archive::Words,han2 shu4
列车,4.47,1393817667631,Archive::Words,lie4 che1
办事,4.47,1707757130234,Archive::Words,ban4 shi4
包装,4.47,1537328243860,Archive::Words,bao1 zhuang1
医药,4.47,1707757316977,Archive::Words,yi1 yao4
单一,4.47,1707757236810,Archive::Words,dan1 yi1
参数,4.47,1708747486344,Archive::Words,can1 shu4
友谊,4.47,1393817666686,Personal,You3 yi4
叙述,4.47,1393817667989,Archive::Words,xu4 shu4
号召,4.47,1393817670106,Archive::Words,hao4 zhao4
后期,4.47,1707757571827,Archive::Words,hou4 qi1
大声,4.47,1707756790476,Archive::Words,da4 sheng1
奥运会,4.47,1707757570403,Archive::Words,Ao4 yun4 hui4
富有,4.47,1537328246369,Archive::Words,fu4 you3
对立,4.47,1393817670034,Archive::Words,dui4 li4
巴士,4.47,1537328243794,Archive::Words,ba1 shi4
形容,4.47,1537328247703,Archive::Words,xing2 rong2
愉快,4.47,1537328244503,Archive::Words,yu2 kuai4
指责,4.47,1537328247389,Archive::Words,zhi3 ze2
收益,4.47,1393817669334,Archive::Words,shou1 yi4
更为,4.47,1708747487550,Archive::Words,geng4 wei2
欧元,4.47,1537328245883,Archive::Words,ou1 yuan2
残酷,4.47,1393817668550,Archive::Words,can2 ku4
流通,4.47,1537328244111,Archive::Words,liu2 tong1
渐渐,4.47,1707757130279,Archive::Words,jian4 jian4
热爱,4.47,1393817667518,Archive::Words,re4 ai4
男生,4.47,1537328241988,Archive::Words,nan2 sheng1
疫情,4.47,1708747502209,Archive::Words,yi4 qing2
直升机,4.47,1707757316410,Archive::Words,zhi2 sheng1 ji1
神经,4.47,1537328246783,Archive::Words,shen2 jing1
策划,4.47,1393817668490,Archive::Words,ce4 hua4
糟糕,4.47,1393817666887,Archive::Words,zao1 gao1
结局,4.47,1537328246094,Archive::Words,jie2 ju2
维修,4.47,1393817667724,Archive::Words,wei2 xiu1
自称,4.47,1537328247093,Archive::Words,zi4 cheng1
设定,4.47,1703738828156,Archive::Words,she4 ding4
诸多,4.47,1707757572191,Archive::Words,zhu1 duo1
账户,4.47,1393817667563,Archive::Words,zhang4 hu4
贯彻,4.47,1393817670371,Archive::Words,guan4 che4
透明,4.47,1393817667900,Archive::Words,tou4 ming2
通报,4.47,1707757316951,Archive::Words,tong1 bao4
颁布,4.47,1393817670110,Archive::Words,ban1 bu4
饮食,4.47,1393817669124,Archive::Words,yin3 shi2
高等,4.47,1707757317142,Archive::Words,gao1 deng3
不准,4.46,1537328245819,Archive::Words,bu4 zhun3
专辑,4.46,1707757236251,Archive::Words,zhuan1 ji2
丧失,4.46,1393817668761,Archive::Words,sang4 shi1
人均,4.46,1707757573710,Archive::Words,ren2 jun1
以便,4.46,1393817668834,Archive::Words,yi3 bian4
任命,4.46,1393817669165,Archive::Words,ren4 ming4
传奇,4.46,1537328246831,Archive::Words,chuan2 qi2
传媒,4.46,1707757317105,Archive::Words,chuan2 mei2
保守,4.46,1393817668403,Archive::Words,bao3 shou3
共识,4.46,1537328245466,Archive::Words,gong4 shi2
刑事,4.46,1393817668942,Archive::Words,xing2 shi4
初中,4.46,1707757024578,Archive::Words,chu1 zhong1
助理,4.46,1393817668339,Archive::Words,zhu4 li3
包围,4.46,1393817668532,Archive::Words,bao1 wei2
匿名,4.46,1707757569416,Archive::Words,ni4 ming2
后者,4.46,1707757570849,Archive::Words,hou4 zhe3
命名,4.46,1393817668751,Archive::Words,ming4 ming2
地质,4.46,1393817670103,Archive::Words,di4 zhi4
大厅,4.46,1537328241199,Archive::Words,da4 ting1
大奖,4.46,1708747500797,Archive::Words,da4 jiang3
姓名,4.46,1537328241998,Archive::Words,xing4 ming2
差距,4.46,1393817667982,Archive::Words,cha1 ju4
带动,4.46,1707757024628,Archive::Words,dai4 dong4
度过,4.46,1393817667154,Archive::Words,du4 guo4
总数,4.46,1707757236801,Archive::Words,zong3 shu4
抗战,4.46,1708747508683,Archive::Words,kang4 zhan4
推行,4.46,1707757236872,Archive::Words,tui1 xing2
晚安,4.46,1537328240585,Archive::Words,wan3 an1
民国,4.46,1708747526558,Archive::Words,Min2 guo2
河流,4.46,1707757570512,Archive::Words,he2 liu2
示威,4.46,1393817669547,Archive::Words,shi4 wei1
神话,4.46,1537328246781,Archive::Words,shen2 hua4
管辖,4.46,1393817669510,Archive::Words,guan3 xia2
调节,4.46,1393817669520,Archive::Words,tiao2 jie2
轻易,4.46,1393817667496,Archive::Words,qing1 yi4
较大,4.46,1708747490695,Archive::Words,jiao4 da4
辅助,4.46,1393817669321,Archive::Words,fu3 zhu4
过于,4.46,1537328247822,Archive::Words,guo4 yu2
远离,4.46,1707757316402,Archive::Words,yuan3 li2
迫使,4.46,1707757570378,Archive::Words,po4 shi3
阻碍,4.46,1393817668903,Archive::Words,zu3 ai4
集会,4.46,1707757569577,Archive::Words,ji2 hui4
青春,4.46,1393817667737,Archive::Words,qing1 chun1
高速公路,4.46,1393817666783,Archive::Words,gao1 su4 gong1 lu4
黑龙江,4.46,1708747499725,Archive::Words,Hei1 long2 jiang1
三星,4.45,1708747490257,Archive::Words,San1 xing1
债务,4.45,1707757569808,Archive::Words,zhai4 wu4
压迫,4.45,1393817669141,Archive::Words,ya1 po4
原料,4.45,1393817667969,Archive::Words,yuan2 liao4
呼吸,4.45,1393817667012,Archive::Words,hu1 xi1
太太,4.45,1537328240239,Archive::Words,tai4 tai5
奇迹,4.45,1393817667155,Archive::Words,qi2 ji4
奶奶,4.45,1537328246939,Archive::Words,nai3 nai5
好奇,4.45,1393817667213,Archive::Words,hao4 qi2
实质,4.45,1393817669726,Archive::Words,shi2 zhi4
山区,4.45,1707757236803,Archive::Words,shan1 qu1
带有,4.45,1707757236453,Archive::Words,dai4 you3
干扰,4.45,1393817668598,Archive::Words,gan1 rao3
干涉,4.45,1393817668790,Archive::Words,gan1 she4
应付,4.45,1537328247247,Archive::Words,ying4 fu5
应对,4.45,1707757317026,Archive::Words,ying4 dui4
开设,4.45,1707757317157,Archive::Words,kai1 she4
强奸,4.45,1708747498409,Archive::Words,qiang2 jian1
控股,4.45,1717270478880,Archive::Words,kong4 gu3
政协,4.45,1708747499108,Archive::Words,Zheng4 Xie2
普及,4.45,1393817670485,Archive::Words,pu3 ji2
暴露,4.45,1393817668414,Archive::Words,bao4 lu4
替代,4.45,1707757130346,Archive::Words,ti4 dai4
检察院,4.45,1708747525521,Archive::Words,jian3 cha2 yuan4
欲望,4.45,1393817668512,Archive::Words,yu4 wang4
每周,4.45,1708747495716,Archive::Words,mei3 zhou1
毒品,4.45,1537328246403,Archive::Words,du2 pin3
注重,4.45,1393817669430,Archive::Words,zhu4 zhong4
渴望,4.45,1393817668340,Archive::Words,ke3 wang4
演变,4.45,1393817669675,Archive::Words,yan3 bian4
症状,4.45,1393817668387,Archive::Words,zheng4 zhuang4
码头,4.45,1393817668423,Archive::Words,ma3 tou5
笑话,4.45,1393817666575,Archive::Words,xiao4 hua5
绝望,4.45,1393817668375,Archive::Words,jue2 wang4
职能,4.45,1393817670419,Archive::Words,zhi2 neng2
聚集,4.45,1537328246718,Archive::Words,ju4 ji2
色情,4.45,1708747507106,Archive::Words,se4 qing2
营养,4.45,1393817667843,Archive::Words,ying2 yang3
视觉,4.45,1707757569907,Archive::Words,shi4 jue2
贵州,4.45,1708747527070,Archive::Words,Gui4 zhou1
辐射,4.45,1393817668763,Archive::Words,fu2 she4
过渡,4.45,1393817669629,Archive::Words,guo4 du4
通道,4.45,1537328246917,Archive::Words,tong1 dao4
频率,4.45,1537328247747,Archive::Words,pin2 lu:4
马克,4.45,1708747493679,Archive::Words,Ma3 ke4
一度,4.44,1393817669804,Archive::Words,yi1 du4
为此,4.44,1707757316511,Archive::Words,wei4 ci3
之上,4.44,1537328247676,Archive::Words,zhi1 shang4
交往,4.44,1537328245431,Archive::Words,jiao1 wang3
修正,4.44,1707757570847,Archive::Words,xiu1 zheng4
匈牙利,4.44,1708747503892,Archive::Words,Xiong1 ya2 li4
半年,4.44,1520716966585,Archive::Words,ban4 nian2
即便,4.44,1393817668383,Archive::Words,ji2 bian4
厨房,4.44,1537328242438,Archive::Words,chu2 fang2
商务,4.44,1537328245772,Archive::Words,shang1 wu4
图像,4.44,1707757569155,Archive::Words,tu2 xiang4
坚强,4.44,1537328247131,Archive::Words,jian1 qiang2
委托,4.44,1393817668498,Archive::Words,wei3 tuo1
对应,4.44,1393817669863,Archive::Words,dui4 ying4
射击,4.44,1393817667353,Archive::Words,she4 ji1
崩溃,4.44,1393817668363,Archive::Words,beng1 kui4
开幕,4.44,1707757236781,Archive::Words,kai1 mu4
心脏,4.44,1393817667078,Archive::Words,xin1 zang4
惊讶,4.44,1393817668231,Archive::Words,jing1 ya4
意志,4.44,1393817668580,Archive::Words,yi4 zhi4
把握,4.44,1393817667503,Archive::Words,ba3 wo4
抛弃,4.44,1393817668275,Archive::Words,pao1 qi4
拿出,4.44,1707756790697,Archive::Words,na2 chu1
提交,4.44,1707757316876,Archive::Words,ti2 jiao1
旅馆,4.44,1537328243788,Archive::Words,lu:3 guan3
死刑,4.44,1708747489103,Archive::Words,si3 xing2
毁灭,4.44,1393817668343,Archive::Words,hui3 mie4
渠道,4.44,1393817669327,Archive::Words,qu2 dao4
热烈,4.44,1537328246028,Archive::Words,re4 lie4
看待,4.44,1537328247106,Archive::Words,kan4 dai4
笔者,4.44,1708747503562,Archive::Words,bi3 zhe3
等到,4.44,1707756790588,Archive::Words,deng3 dao4
练习,4.44,1537328242210,Archive::Words,lian4 xi2
罪犯,4.44,1393817668248,Archive::Words,zui4 fan4
聚会,4.44,1393817666487,Archive::Words,ju4 hui4
艰难,4.44,1393817668286,Archive::Words,jian1 nan2
补偿,4.44,1393817668426,cli|cli-reverse,bu3 chang2
证书,4.44,1537328243921,Archive::Words,zheng4 shu1
说服,4.44,1393817667119,Archive::Words,shuo1 fu2
阴谋,4.44,1393817668481,Archive::Words,yin1 mou2
随意,4.44,1537328242626,Archive::Words,sui2 yi4
露出,4.44,1708747485174,Archive::Words,lu4 chu1
三次,4.43,1708747489430,Archive::Words,san1 ci4
乐团,4.43,1717270452246,Archive::Words,yue4 tuan2
低于,4.43,1707757236682,Archive::Words,di1 yu2
偶像,4.43,1393817668217,Archive::Words,ou3 xiang4
南北,4.43,1707757236841,Archive::Words,nan2 bei3
史上,4.43,1708747489016,Archive::Words,shi3 shang4
周恩来,4.43,1708747526186,Archive::Words,Zhou1 En1 lai2
坚定,4.43,1393817668880,Archive::Words,jian1 ding4
处罚,4.43,1703366068848,Archive::Words,chu3 fa2
大街,4.43,1707757316349,Archive::Words,da4 jie1
封闭,4.43,1393817668896,Archive::Words,feng1 bi4
小镇,4.43,1708747488549,Archive::Words,xiao3 zhen4
往来,4.43,1707757317018,Archive::Words,wang3 lai2
抵抗,4.43,1393817668655,Archive::Words,di3 kang4
招生,4.43,1707757236884,Archive::Words,zhao1 sheng1
新鲜,4.43,1537328246309,Archive::Words,xin1 xian1
旗帜,4.43,1393817669176,Archive::Words,qi2 zhi4
每月,4.43,1708747507416,Archive::Words,mei3 yue4
民主党,4.43,1717270487818,Archive::Words,Min2 zhu3 dang3
浪漫,4.43,1537328246327,Archive::Words,lang4 man4
